id	Flexion	Lemme	Étiquettes	Métagraphe (β)	Metaphone2	Notes	Sémantique	Étymologie	Sous-dictionnaire	Google 1-grams	Wikipédia	Littérature	Total occurrences	Doublons	Multiples	Fréquence	Indice de fréquence
172701	simples	simple	nom adj epi pl	S1pl	SMPLS				*	2410601	10621	8525	2429747	1	0	0.007340529716570	7
145799	extrême	extrême	adj epi sg	ekstrém	AKSTRM				*	2406122	11858	11187	2429167	1	0	0.007338777473544	7
123431	Autriche	Autriche	nom fem inv	otriç	ATRX/ATRK		pays		*	2391599	25816	11548	2428963	1	0	0.007338161167376	7
147158	former	former	v1_itnq__a infi	formé	FRMR				*	2402177	17301	7950	2427428	1	0	0.007333523765575	7
176030	température	température	nom fem sg	températur	TMPRTR				*	2402829	20133	2611	2425573	1	0	0.007327919609000	7
126144	absolue	absolu	adj fem sg	absolu	APSL			lat	*	2410902	5402	7869	2424173	1	0	0.007323690056869	7
151297	hypothèse	hypothèse	nom fem sg	ipotéz	HP0S/HPTS				*	2404654	10819	3535	2419008	1	0	0.007308086030612	7
145956	fera	faire	v3_it_q__a ifut 3sg	fera	FR				*	2390086	13233	12519	2415838	1	0	0.007298509116142	7
162862	payer	payer	v1_itnq__a infi	péYé	PR				*	2396787	8457	9577	2414821	1	0	0.007295436648629	7
163269	perte	perte	nom fem sg	pert	PRT				*	2391741	13495	9077	2414313	1	0	0.007293901925427	7
204049	V	V	nb epi pl	v	F		@	lat	*	4761940	50754	13297	2412996	1	1	0.007289923125315	7
201043	V	V	nom mas inv	v	F	symb			*	4761940	50754	13297	2412996	1	1	0.007289923125315	7
165794	projets	projet	nom mas pl	projé	PRJTS				*	2380997	23363	8161	2412521	1	0	0.007288488098699	7
143869	empêcher	empêcher	v1__t_q_zz infi	empéké	AMPXR/AMPKR				*	2389228	9724	12790	2411742	1	0	0.007286134655048	7
124819	Michel	Michel	prn mas inv	mikel	MXL/MKL				*	2330610	75777	4204	2410591	1	0	0.007282657358974	7
140291	distinction	distinction	nom fem sg	dist1kSiô	TSTNKXN				*	2396880	8156	5491	2410527	1	0	0.007282464008020	7
139876	difficulté	difficulté	nom fem sg	difikulté	TFKLT				*	2389998	9958	7443	2407399	1	0	0.007273013980114	7
127159	aide	aide	nom epi sg	éd	AT				*	4746917	53463	13820	2407100	1	1	0.007272110668623	7
164351	pleine	plein	adj fem sg	plén	PLN				*	2378325	12896	15770	2406991	1	0	0.007271781367779	7
135816	civile	civil	nom adj fem sg	Sivil	SFL				*	2373749	20597	6585	2400931	1	0	0.007253473449266	7
137142	connaît	connaître	v3__t_q__a ipre 3sg	koné	KNT				M/M	2368978	20904	9974	2399856	1	0	0.007250225757451	7
145341	exactement	exactement	adv	eksaktemâ	AKSKTMNT				*	2384949	7665	6357	2398971	1	0	0.007247552076282	7
161635	ouverture	ouverture	nom fem sg	ûvertur	AFRTR				*	2368124	24728	5365	2398217	1	0	0.007245274160348	7
162777	patrie	patrie	nom fem sg	patri	PTR				*	2379617	3879	14173	2397669	1	0	0.007243618592799	7
131728	blanc	blanc	nom adj mas sg	blâk	PLNK	col			*	2338688	36217	14102	2389007	1	0	0.007217449749539	7
133907	capitaine	capitaine	nom epi sg	kapitén	KPTN				*	2339893	25905	22359	2388157	1	0	0.007214881807174	7
182389	œil	œil	nom mas sg	2il	L				*	2356750	11990	16389	2385129	1	0	0.007205733890135	7
132007	bons	bon	nom adj mas pl	bon	PNS				*	2362641	7804	13908	2384353	1	0	0.007203389509810	7
153337	international	international	nom adj mas sg	1ternational	ANTRNXNL				*	2330782	51274	1115	2383171	1	0	0.007199818559368	7
144868	environ	environ	adv	âviron	ANFRN				*	4662064	85509	12545	2380059	1	1	0.007190416869201	7
144867	environ	environ	nom mas sg	âviron	ANFRN				*	4662064	85509	12545	2380059	1	1	0.007190416869201	7
145386	exception	exception	nom fem sg	ekSepSiô	AKSPXN				*	2354781	16078	5658	2376517	1	0	0.007179716102308	7
157574	mit	mettre	v3__t_q__a ipsi 3sg	mi	MT				*	2341002	10799	24503	2376304	1	0	0.007179072606162	7
139707	devrait	devoir	v3__t_q__a cond 3sg	devré	TFRT				*	2351827	15647	6178	2373652	1	0	0.007171060625981	7
179822	voilà	voilà	mg prep	voila	FL		@		*	2335907	2746	34830	2373483	1	0	0.007170550058617	7
134607	centre	centre	nom mas sg	Sâtr	SNTR				*	4645492	83679	10839	2370005	1	1	0.007160042642678	7
162836	pauvres	pauvre	nom adj epi pl	povr	PFRS				*	2345636	8706	13405	2367747	1	0	0.007153220979312	7
177134	traité	traiter	v1__tnq_zz ppas adj 1jsg mas sg	trété	TRT				*	4684208	29969	15586	2364882	1	1	0.007144565502985	7
211464	traité	traité	nom mas sg	trété	TRT				*	4684208	29969	15586	2364882	1	1	0.007144565502985	7
127258	ajouter	ajouter	v1_itnq__a infi	ajûté	AJTR/AHTR				*	2345123	11320	7975	2364418	1	0	0.007143163708564	7
221488	1er	1er	adj mas sg	1é	R	ord	@		*	2363654	0	0	2363654	1	0	0.007140855581544	7
130095	autorités	autorité	nom fem pl	otorité	ATRTS				*	2333070	18029	3356	2354455	1	0	0.007113064402930	7
162598	passe	passe	nom epi sg	paS	PS				*	4639986	49514	18844	2354172	1	1	0.007112209429178	7
140543	donne	donner	v1_itnq__a ipre spre 1sg 3sg	don	TN				*	9302344	54753	36071	2348292	2	1	0.007094445310225	7
140543	donne	donner	v1_itnq__a impe 2sg	don	TN				*	9302344	54753	36071	2348292	2	1	0.007094445310225	7
138778	créer	créer	v1_it_q__a infi	kré	KRR				*	2303381	30768	5678	2339827	1	0	0.007068871625372	7
168709	relative	relatif	nom adj fem sg	relativ	RLTF				*	2327568	9198	2931	2339697	1	0	0.007068478881245	7
177506	tribunal	tribunal	nom mas sg	tribunal	TRPNL		droit		*	2321773	10364	5574	2337711	1	0	0.007062478959436	7
145992	faudrait	falloir	v3__tnqmea cond 3sg	fodré	FTRT				*	2321291	5349	10176	2336816	1	0	0.007059775067180	7
163113	perdre	perdre	v3_it_q__a infi	perdr	PRTR				*	2311508	8981	15958	2336447	1	0	0.007058660278083	7
176857	totale	total	nom adj fem sg	total	TTL				*	2315064	18818	2253	2336135	1	0	0.007057717692179	7
168781	remarquer	remarquer	v1__t_x__a infi	remarké	RMRKR				*	2316758	7657	7549	2331964	1	0	0.007045116647935	7
153380	interprétation	interprétation	nom fem sg	1terprétaSiô	ANTRPRTXN				*	2314950	13887	2622	2331459	1	0	0.007043590988059	7
162532	particuliers	particulier	nom adj mas pl	partikulié	PRTKLRS				*	2314344	9261	5923	2329528	1	0	0.007037757227226	7
169297	rester	rester	v1_i__xxe_ infi	resté	RSTR				*	2302881	12546	13080	2328507	1	0	0.007034672675279	7
136628	compagnie	compagnie	nom fem sg	kôpagni	KMPN/KMPKN				*	2270891	44138	12366	2327395	1	0	0.007031313202443	7
139400	date	date	nom fem sg	dat	TT		temps	lat	*	4389090	251986	8548	2324812	1	1	0.007023509678760	7
129271	arrêt	arrêt	nom mas sg	arét	ART				*	2299519	15110	5806	2320435	1	0	0.007010286286131	7
213641	cent	cent	nom mas sg	Sâ	SNT				*	4592933	13820	31954	2319354	1	1	0.007007020467664	7
134582	cent	cent	nb epi pl	Sâ	SNT		@		*	4592933	13820	31954	2319354	1	1	0.007007020467664	7
154777	laissé	laisser	v1__t_q_zz ppas adj 1jsg mas sg	léSé	LS				*	2291688	11163	15728	2318579	1	0	0.007004679108448	7
141358	déclaration	déclaration	nom fem sg	déklaraSiô	TKLRXN				*	2302780	8336	4524	2315640	1	0	0.006995800070081	7
166060	provinces	province	nom fem pl	prov1S	PRFNSS				*	2288695	14556	10380	2313631	1	0	0.006989730662772	7
157569	mesure	mesurer	v1_itnq__a ipre spre 1sg 3sg	mezur	MSR				*	9182183	44922	25421	2313132	2	1	0.006988223129548	7
157569	mesure	mesurer	v1_itnq__a impe 2sg	mezur	MSR				*	9182183	44922	25421	2313132	2	1	0.006988223129548	7
146526	fig	fig	nom fem inv	fig	FK	abty			*	2309799	694	2454	2312947	1	0	0.006987664224444	7
179596	violence	violence	nom fem sg	violâS	FLNS				*	2291424	10591	10014	2312029	1	0	0.006984890846690	7
206717	haut	haut	adv	ot	HT				*	6849918	49957	35709	2311862	1	2	0.006984386321542	7
150331	haut	haut	nom mas sg	ot	HT	pel			*	6849918	49957	35709	2311862	1	2	0.006984386321542	7
150346	haut	haut	adj mas sg	ot	HT	pel			*	6849918	49957	35709	2311862	1	2	0.006984386321542	7
159582	mœurs	mœurs	nom fem pl	m2r	MRS				*	2295222	3756	11415	2310393	1	0	0.006979948312913	7
124842	Mme	Mme	titr fem sg	m	M	abr			*	2260551	10303	39320	2310174	1	0	0.006979286690115	7
130138	auxquels	auxquels	mg proint prorel mas pl	okskels	AKSKLS		@		*	2293887	6090	8420	2308397	1	0	0.006973918180017	7
215517	dessus	dessus	adv	déSus	TSS				*	6904020	9737	8670	2307476	1	2	0.006971135738936	7
215514	dessus	dessus	mg prep adv	déSus	TSS		@		*	6904020	9737	8670	2307476	1	2	0.006971135738936	7
139647	dessus	dessus	nom mas inv	déSus	TSS				*	6904020	9737	8670	2307476	1	2	0.006971135738936	7
126581	actuellement	actuellement	adv	aktuélemâ	AKTLMNT				*	2263744	39060	3308	2306112	1	0	0.006967014946716	7
141681	défendre	défendre	v3_it_q__a infi	défâdr	TFNTR				*	2281985	10887	11656	2304528	1	0	0.006962229510590	7
168040	rapide	rapide	nom adj epi sg	rapid	RPT				*	2273758	21835	8821	2304414	1	0	0.006961885104202	7
134739	chaleur	chaleur	nom fem sg	kal2r	XLR				*	2284940	8567	9887	2303394	1	0	0.006958803573363	7
139706	devoir	devoir	nom mas sg	devoir	TFR				*	4577943	7336	20996	2303138	1	1	0.006958030169545	7
139707	devoir	devoir	v3__t_q__a infi	devoir	TFR				*	4577943	7336	20996	2303138	1	1	0.006958030169545	7
172290	sensible	sensible	adj epi sg	Sâsibl	SNSPL				*	2289138	6721	6863	2302722	1	0	0.006956773388340	7
174337	substance	substance	nom fem sg	SubstâS	SPSTNS				*	2289221	5680	6489	2301390	1	0	0.006952749271598	7
159728	naturellement	naturellement	adv	naturélemâ	NTRLMNT				*	2284682	6392	10092	2301166	1	0	0.006952072543257	7
126580	actuelle	actuel	nom adj fem sg	aktuél	AKTL				*	2264324	31393	5110	2300827	1	0	0.006951048387419	7
170168	rue	rue	nom fem sg	ru	R				*	4508153	71127	20090	2299685	1	1	0.006947598281323	7
163167	permettre	permettre	v3__tnq__a infi	permétr	PRMTR				*	2272789	21585	4958	2299332	1	0	0.006946531829964	7
172755	sinon	sinon	mg cj	Sinon	SNN		@		*	2280492	6170	9235	2295897	1	0	0.006936154321698	7
160415	nécessité	nécessiter	v1__t____a ppas adj 1jsg mas sg	néSéSité	NSST				*	4563928	8915	14273	2293558	1	1	0.006929087948530	7
214253	nécessité	nécessité	nom fem sg	néSéSité	NSST				*	4563928	8915	14273	2293558	1	1	0.006929087948530	7
165160	possession	possession	nom fem sg	poSéSion	PSSN				*	2272424	10411	9047	2291882	1	0	0.006924024570407	7
127023	agents	agent	nom mas pl	ajâ	AJNTS/AKNTS				*	2276807	10133	2663	2289603	1	0	0.006917139463758	7
168400	reconnaissance	reconnaissance	nom fem sg	rekonéSâS	RKNSNS				*	2264742	15314	7811	2287867	1	0	0.006911894819115	7
141739	définition	définition	nom fem sg	définiSiô	TFNXN				*	2269199	14541	2826	2286566	1	0	0.006907964356741	7
154184	jeunesse	jeunesse	nom fem sg	jeunéS	JNS/ANS				*	2248095	21831	15063	2284989	1	0	0.006903200068376	7
135906	classe	classe	nom fem sg	klaS	KLS				*	4519791	37438	9123	2283176	1	1	0.006897722798365	7
180619	ça	ça	mg prodem mas sg	Sa	K		@		*	2221466	34714	26210	2282390	1	0	0.006895348206954	7
178639	univers	univers	nom mas inv	univers	ANFRS				*	2251171	21035	9987	2282193	1	0	0.006894753048547	7
129736	atteindre	atteindre	v3__tn___a infi	ate1dr	ATNTR				*	2250964	20391	8433	2279788	1	0	0.006887487282207	7
172459	sert	servir	v3_itnq__a ipre 3sg	Sert	SRT				*	2241934	21831	9800	2273565	1	0	0.006868686922981	7
138919	culte	culte	nom mas sg	kult	KLT				*	2247275	15871	8454	2271600	1	0	0.006862750444454	7
179062	vaste	vaste	adj epi sg	vast	FST				*	2241083	15439	13237	2269759	1	0	0.006857188583401	7
167287	qualités	qualité	nom fem pl	kalité	KLTS				*	2246637	8272	11352	2266261	1	0	0.006846620745289	7
173091	somme	somme	nom epi sg	Som	SM				*	4503863	13544	14380	2265894	1	1	0.006845511998409	7
165423	pourraient	pouvoir	v3_it_xx_a cond 3pl	pûré	PRNT		@	lat	*	2250073	7928	7000	2265001	1	0	0.006842814148370	7
128810	appui	appui	nom mas sg	apui	AP				*	2242629	10511	8567	2261707	1	0	0.006832862616426	7
134648	certainement	certainement	adv	Serténemâ	SRTNMNT		@		*	2244015	7266	10243	2261524	1	0	0.006832309753541	7
182366	évêque	évêque	nom epi sg	évék	AFK		chris		*	2212354	36788	8159	2257301	1	0	0.006819551611646	7
156521	maintenir	maintenir	v3_it_q__a infi	m1tenir	MNTNR				*	2240609	10096	6427	2257132	1	0	0.006819041044282	7
129111	armes	arme	nom fem pl	arm	ARMS				*	4450556	34417	25561	2255267	1	1	0.006813406676621	7
129114	armes	armer	v1__t_q_zz ipre spre 2sg	arm	ARMS				*	4450556	34417	25561	2255267	1	1	0.006813406676621	7
151741	image	image	nom fem sg	imaj	AMJ/AMK				*	4451772	42208	12147	2253064	1	1	0.006806751174231	7
127462	allemand	allemand	nom adj mas sg	alemâd	ALMNT				*	2189019	55044	4596	2248659	1	0	0.006793443190559	7
137444	contrat	contrat	nom mas sg	kôtra	KNTRT				*	2219036	25211	2952	2247199	1	0	0.006789032371908	7
136724	composition	composition	nom fem sg	kôpoziSiô	KMPSXN				*	2222520	18019	5990	2246529	1	0	0.006787008229102	7
157313	matériel	matériel	nom adj mas sg	matériel	MTRL				*	2220375	18113	3831	2242319	1	0	0.006774289361620	7
165904	propres	propre	adj epi pl	propr	PRPRS				*	4439361	21992	15975	2238664	1	1	0.006763247209448	7
212373	propres	propre	nom mas pl	propr	PRPRS				*	4439361	21992	15975	2238664	1	1	0.006763247209448	7
147726	frères	frère	nom mas pl	frér	FRRS				*	2200194	23777	12676	2236647	1	0	0.006757153633270	7
169600	riche	riche	nom adj epi sg	riç	RX/RK				*	2201760	18787	15654	2236201	1	0	0.006755806218805	7
165748	profonde	profond	nom adj fem sg	profôd	PRFNT				*	2213888	7016	13643	2234547	1	0	0.006750809305073	7
182370	êtres	être	nom mas pl	étr	ATRS				*	2212044	7139	12770	2231953	1	0	0.006742972549194	7
151803	immense	immense	adj epi sg	imâs	AMNS				*	2206155	8141	17317	2231613	1	0	0.006741945372248	7
157568	mesures	mesure	nom fem pl	mezur	MSRS		@	lat	*	4434492	16881	10004	2230689	1	1	0.006739153867841	7
157569	mesures	mesurer	v1_itnq__a ipre spre 2sg	mezur	MSRS				*	4434492	16881	10004	2230689	1	1	0.006739153867841	7
166618	publiques	public	adj fem pl	publik	PPLKS		@		*	2204735	13584	6240	2224559	1	0	0.006720634471722	7
178619	union	union	nom fem sg	union	ANN				*	2202163	14623	7645	2224431	1	0	0.006720247769813	7
170547	réflexion	réflexion	nom fem sg	réfleksion	RFLKSN				*	2205559	8883	5928	2220370	1	0	0.006707979047522	7
162836	pauvre	pauvre	nom adj epi sg	povr	PFR				*	2178115	5776	35214	2219105	1	0	0.006704157345061	7
175230	séance	séance	nom fem sg	SéâS	SNS				*	2206219	5068	3767	2215054	1	0	0.006691918833857	7
172158	secrétaire	secrétaire	nom epi sg	Sekrétér	SKRTR				*	2182528	25627	4787	2212942	1	0	0.006685538252355	7
158429	montre	montre	nom fem sg	môtr	MNTR				*	4381138	26201	13146	2210243	1	1	0.006677384280067	7
127102	agriculture	agriculture	nom fem sg	agrikultur	AKRKLTR		agri		*	2187891	17819	4224	2209934	1	0	0.006676450757490	7
165648	probablement	probablement	adv	probablemâ	PRPPLMNT				*	2174883	27756	6874	2209513	1	0	0.006675178870741	7
166723	pure	pur	nom adj fem sg	pur	PR				*	2190446	5443	10022	2205911	1	0	0.006664296837329	7
146542	figure	figure	nom fem sg	figur	FKR				*	4359181	23431	22841	2202727	1	1	0.006654677627338	7
133886	capable	capable	adj epi sg	kapabl	KPPL				*	2176621	14709	10345	2201675	1	0	0.006651499421022	7
165115	porté	porter	v1_itnq_zz ppas adj 1jsg mas sg	porté	PRT				*	2176150	15400	9918	2201468	1	0	0.006650874051528	7
175205	systèmes	système	nom mas pl	Sistém	SSTMS				*	2171428	24844	4161	2200433	1	0	0.006647747204059	7
126826	affaire	affaire	nom fem sg	afér	AFR		@		*	4349574	27318	23583	2200238	1	1	0.006647158087869	7
162439	parle	parler	v1_itnq__a ipre spre 1sg 3sg	parl	PRL			lat	*	4350764	25933	23555	2200126	2	0	0.006646819723699	7
162439	parle	parler	v1_itnq__a impe 2sg	parl	PRL			lat	*	4350764	25933	23555	2200126	2	0	0.006646819723699	7
160404	néanmoins	néanmoins	adv	néâmo1	NNMNS				*	2173902	17422	7628	2198952	1	0	0.006643272942126	7
165906	proprement	proprement	adv	propremâ	PRPRMNT				*	2184823	6555	5568	2196946	1	0	0.006637212598143	7
123612	Bretagne	Bretagne	nom fem inv	bretagn	PRTN/PRTKN		rég		*	2164512	27990	3218	2195720	1	0	0.006633508718919	7
134914	charge	charge	nom fem sg	karj	XRJ/XRK				*	4336878	37022	11214	2192557	1	1	0.006623952952210	7
179146	venu	venir	v3_i__e_e_ ppas adj mas sg	venu	FN				*	2164818	8220	19483	2192521	1	0	0.006623844192298	7
163384	peur	peur	nom fem sg	p2r	PR				*	2160047	10430	21251	2191728	1	0	0.006621448453126	7
154215	joie	joie	nom fem sg	joi	J/A				*	2158822	4770	26232	2189824	1	0	0.006615696262227	7
137233	consommation	consommation	nom fem sg	kôsomaSiô	KNSMXN				*	2172311	13192	3398	2188901	1	0	0.006612907778929	7
143150	déterminer	déterminer	v1__t_q_zz infi	déterminé	TTRMNR				*	2173844	9279	4003	2187126	1	0	0.006607545311048	7
168011	rang	rang	nom mas sg	râg	RNK				*	2153154	17581	11398	2182133	1	0	0.006592460915481	7
175453	ta	ta	mg detpos fem sg	ta	T		@		*	2135374	6151	40518	2182043	1	0	0.006592189015701	7
146403	feu	feu	nom mas sg	f2	F				*	4291404	30351	40891	2181323	1	1	0.006590013817462	7
146406	feu	feu	adj mas sg	f2	F	vx			*	4291404	30351	40891	2181323	1	1	0.006590013817462	7
138594	critique	critique	nom adj epi sg	kritik	KRTK				*	4317245	33923	10907	2181038	1	1	0.006589152801493	7
137275	constituent	constituer	v1__t_q_zz ipre spre 3pl	kôstitu	KNSTTNT				*	2163111	12267	2189	2177567	1	0	0.006578666533315	7
163378	peuples	peuple	nom mas pl	p2pl	PPLS				*	4313754	13585	23250	2175295	1	1	0.006571802574427	7
163380	peuples	peupler	v1__t_q_zz ipre spre 2sg	p2pl	PPLS				*	4313754	13585	23250	2175295	1	1	0.006571802574427	7
172155	secret	secret	nom adj mas sg	Sekré	SKRT				*	2140687	14413	17832	2172932	1	0	0.006564663694650	7
162439	parlé	parler	v1_itnq__a ppas adj 1jsg mas sg	parlé	PRL			lat	*	2150204	5903	14179	2170286	1	0	0.006556669841122	7
140543	donna	donner	v1_itnq__a ipsi 3sg	dona	TN				*	2133999	12700	16899	2163598	1	0	0.006536464666367	7
154264	journal	journal	nom mas sg	jûrnal	JRNL/ARNL				*	2121298	34015	6994	2162307	1	0	0.006532564415080	7
135175	cheval	cheval	nom mas sg	keval	XFL				*	2120080	20282	21413	2161775	1	0	0.006530957185270	7
151746	imagination	imagination	nom fem sg	imajinaSiô	AMJNXN/AMKNXN				*	2140508	3289	15648	2159445	1	0	0.006523918002079	7
172898	sociaux	social	adj mas pl	SoSio	SS/SX			lat	*	2145580	11509	1623	2158712	1	0	0.006521703529428	7
137344	contient	contenir	v3__t_q__a ipre 3sg	kôti	KNTNT				*	2125437	24681	5144	2155262	1	0	0.006511280704532	7
168676	reine	reine	nom fem sg	rén	RN				*	2114785	21447	18178	2154410	1	0	0.006508706719949	7
129895	augmentation	augmentation	nom fem sg	ogmâtaSiô	AKMNTXN				*	2138081	13512	2010	2153603	1	0	0.006506268685256	7
222640	unes	un	nom fem pl	un	ANS				*	2142557	3543	5436	2151536	1	0	0.006500024053644	7
138768	crédit	crédit	nom mas sg	krédit	KRTT				*	2136544	5313	6852	2148709	1	0	0.006491483379447	7
204011	sol	sol	nom mas inv	Sol	SL				*	4242875	32783	18658	2147158	1	1	0.006486797639907	7
172991	sol	sol	nom mas sg	Sol	SL				*	4242875	32783	18658	2147158	1	1	0.006486797639907	7
166616	publié	publier	v1_it___zz ppas adj 1jsg mas sg	publié	PPL				*	2100973	40922	3889	2145784	1	0	0.006482646636601	7
178623	uniquement	uniquement	adv	unikemâ	ANKMNT				*	2114953	23370	6230	2144553	1	0	0.006478927651833	7
139436	dehors	dehors	adv	deors	THRS				*	4252864	14637	19617	2143559	1	1	0.006475924669820	7
139435	dehors	dehors	nom mas inv	deors	THRS				*	4252864	14637	19617	2143559	1	1	0.006475924669820	7
129274	arrêter	arrêter	v1_it_q__a infi	arété	ARTR				*	2121165	9707	12225	2143097	1	0	0.006474528917616	7
165913	propriétés	propriété	nom fem pl	propriété	PRPRTS		droit	lat	*	2126213	12230	4567	2143010	1	0	0.006474266081163	7
151609	identité	identité	nom fem sg	idâtité	ATNTT				*	2125737	14760	2230	2142727	1	0	0.006473411107410	7
139707	dû	devoir	v3__t_q__a ppas adj mas sg	du	T				*	4243513	19818	18471	2140901	1	1	0.006467894562987	7
211965	dû	dû	nom mas sg	du	T				*	4243513	19818	18471	2140901	1	1	0.006467894562987	7
172167	secteur	secteur	nom mas sg	Sekt2r	SKTR				*	2114052	26356	458	2140866	1	0	0.006467788824184	7
182087	états	état	nom mas pl	éta	ATTS				*	2118203	10329	12101	2140633	1	0	0.006467084905865	7
176650	toi	toi	mg properobj 2pe epi sg	toi	T		@		*	2072470	9987	57590	2140047	1	0	0.006465314536187	7
162651	passé	passer	v1_it_q_zz ppas adj 1jsg mas sg	paSé	PS				*	6347205	34611	32671	2138163	1	2	0.006459622767461	7
213245	passé	passé	mg prep	paSé	PS		@		*	6347205	34611	32671	2138163	1	2	0.006459622767461	7
162676	passé	passé	nom mas sg	paSé	PS				*	6347205	34611	32671	2138163	1	2	0.006459622767461	7
126538	actes	acte	nom mas pl	akt	AKTS				*	4242632	17807	11982	2136211	1	1	0.006453725563346	7
126539	actes	acter	v1__t___zz ipre spre 2sg	akt	AKTS				*	4242632	17807	11982	2136211	1	1	0.006453725563346	7
156959	marché	marcher	v1_i_____a ppas 1jsg epi inv	marké	MRX/MRK				*	4223247	35525	10542	2134657	1	1	0.006449030760480	7
156961	marché	marché	nom mas sg	marké	MRX/MRK		biz		*	4223247	35525	10542	2134657	1	1	0.006449030760480	7
204048	VI	VI	nb epi pl	vi	F		@	lat	*	2106046	20530	6979	2133555	1	0	0.006445701498731	7
163233	personnages	personnage	nom mas pl	personaj	PRSNJS/PRSNKS				*	2088143	35182	8866	2132191	1	0	0.006441580706511	7
171406	salle	salle	nom fem sg	Sal	SL/S 				*	2083581	32896	14932	2131409	1	0	0.006439218199535	7
152771	information	information	nom fem sg	1formaSiô	ANFRMXN				*	2094420	33265	1006	2128691	1	0	0.006431006826182	7
165892	proportion	proportion	nom fem sg	proporSiô	PRPRXN		math	lat	*	2116110	4730	4993	2125833	1	0	0.006422372497616	7
153129	institution	institution	nom fem sg	1stituSiô	ANSTTXN				*	2112225	9084	4063	2125372	1	0	0.006420979766521	7
155656	littéraire	littéraire	nom adj epi sg	litérér	LTRR				*	2097623	19238	7468	2124329	1	0	0.006417828750183	7
135816	civil	civil	nom adj mas sg	Sivil	SFL				*	2107060	14145	3097	2124302	1	0	0.006417747180249	7
138204	coups	coup	nom mas pl	kûp	KPS			grec	*	2089613	13749	19235	2122597	1	0	0.006412596189975	7
126393	accès	accès	nom mas inv	akSés	AKSS				*	2084874	31796	5061	2121731	1	0	0.006409979909870	7
128677	appareil	appareil	nom mas sg	aparél	APRL				*	2100916	16210	3700	2120826	1	0	0.006407245806528	7
160045	noir	noir	nom adj mas sg	noir	NR	col			*	2063407	37488	18744	2119639	1	0	0.006403659750542	7
157400	meilleur	meilleur	nom adj mas sg	méY2r	MLR				*	2057410	50604	11367	2119381	1	0	0.006402880304506	7
135541	château	château	nom mas sg	kato	XT				*	2029671	74471	14028	2118170	1	0	0.006399221741913	7
179813	voici	voici	mg prep	voiSi	FS		@		*	2093937	3500	19485	2116922	1	0	0.006395451398298	7
129519	association	association	nom fem sg	aSoSiaSiô	ASSXN/ASXXN				*	2070368	39693	4341	2114402	1	0	0.006387838204461	7
172229	semblent	sembler	v1_i____zz ipre spre 3pl	Sembl	SMPLNT				*	2093829	9251	7880	2110960	1	0	0.006377439548435	7
174486	suis	suivre	v3_it_x__a ipre 1sg 2sg	Sui	SS			lat	*	8320681	27296	92151	2110032	2	1	0.006374635959593	7
174486	suis	suivre	v3_it_x__a impe 2sg	Sui	SS			lat	*	8320681	27296	92151	2110032	2	1	0.006374635959593	7
165429	poésie	poésie	nom fem sg	poézi	PS		litt		*	2078553	14047	14376	2106976	1	0	0.006365403451511	7
145313	européenne	européen	nom adj fem sg	2ropén	ARPN				*	2066021	35941	4859	2106821	1	0	0.006364935179668	7
170990	réunion	réunion	nom fem sg	réunion	RNN				*	2090544	9891	5273	2105708	1	0	0.006361572685724	7
135557	cher	cher	adj mas sg	ké	XR				*	2076352	5237	22971	2104560	1	0	0.006358104452976	7
165427	poète	poète	nom mas sg	poét	PT		litt		*	2062210	23143	18097	2103450	1	0	0.006354751022357	7
132992	bureau	bureau	nom mas sg	buro	PR				*	2080262	16510	5002	2101774	1	0	0.006349687644234	7
136532	commencement	commencement	nom mas sg	komâSemâ	KMNSMNT				*	2086571	2842	12340	2101753	1	0	0.006349624200952	7
151977	important	important	nom adj mas sg	1portâ	AMPRTNT				*	4141661	52059	6491	2100106	1	1	0.006344648434980	7
151980	important	importer	v1_itn__zz ppre	1portâ	AMPRTNT				*	4141661	52059	6491	2100106	1	1	0.006344648434980	7
149262	grandeur	grandeur	nom fem sg	grâd2r	KRNTR				*	2081446	4609	13115	2099170	1	0	0.006341820677269	7
173091	sommes	somme	nom epi pl	Som	SMS				*	6248028	8428	34225	2096894	1	2	0.006334944633946	7
173097	sommes	sommer	v1__t____a ipre spre 2sg	Som	SMS				*	6248028	8428	34225	2096894	1	2	0.006334944633946	7
182371	sommes	être	v0ei_____a ipre 1pl	Som	SMS		@	lat	*	6248028	8428	34225	2096894	1	2	0.006334944633946	7
172225	semblable	semblable	nom adj epi sg	Semblabl	SMPLPL				*	2077373	5917	11694	2094984	1	0	0.006329174316395	7
130283	auront	avoir	v0ait____a ifut 3pl!	orô	ARNT		@	lat	*	2081411	5478	7791	2094680	1	0	0.006328255899361	7
151977	importantes	important	nom adj fem pl	1portât	AMPRTNTS				*	2064685	23608	3898	2092191	1	0	0.006320736359893	7
148011	fût	fût	nom mas sg	fut	FT				M	4138843	6083	36525	2090726	1	1	0.006316310435698	7
182371	fût	être	v0ei_____a simp 3sg	fu	FT		@	lat	*	4138843	6083	36525	2090726	1	1	0.006316310435698	7
138268	courage	courage	nom mas sg	kûraj	KRJ/KRK				*	2063874	5382	19261	2088517	1	0	0.006309636806656	7
182371	êtes	être	v0ei_____a ipre 2pl	ét	ATS		@	lat	*	2046320	4149	35883	2086352	1	0	0.006303096106395	7
133707	camp	camp	nom mas sg	kâp	KMP				*	2049454	23230	11510	2084194	1	0	0.006296576553895	7
